,V18,10+160,11+160,12+160,14+160,15+160,16+160,17+160,18+160,36+160,37+160,38+160,39+160,41+160,42+160,43+160
Ct,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Result,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative
